page_a,page_b,verdict,evidence,confidence
K1:ZD4D8M32TL,,merge,R0 already-merged: corpus merge map records K1:Y30VEG5PH1 -> K1:ZD4D8M32TL; the two names denote one live page (DONIDALORSEN),high
K1:ZD4D8M32TL,,merge,R0 already-merged: corpus merge map records K1:Y30VEG5PH1 -> K1:ZD4D8M32TL; the two names denote one live page (DONIDALORSEN),high
K1:ZRW631PTZD,K1:W4888I119H,separate,"R9b 'FERROUS TARTRATE' names an element, a cation or an oxidation state, not a moiety; §3.1a refuses a merge between it and TARTARIC ACID",high
K1:ZS7284E0ZP,K1:XF417D3PSL,separate,"R6 the GSRS record on K1:ZS7284E0ZP is a mixed salt whose active moiety is Daunorubicin (ZS7284E0ZP); Anhydrous Citric Acid is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K2:MTMGAHSPYQRCFL-RNLOPGSRSA-N,K3:CHEMBL1201664,merge,"R7y identical name 'Insulin Aspart Protamine Recombinant' and only one page holds a structure, so nothing contradicts the shared name; UNIIs none / none, substance classes [] / []",low
K3:CHEMBL5314650,K4:technetium tc 99m labeled carbon,merge,"R7y identical name 'TECHNETIUM TC-99M LABELED CARBON' and no structure on either page; UNIIs none / none, substance classes [] / []",low
"COMBO:{K1:1EQV5MLY3D,K1:8ID597Z82X}","COMBO:{K1:8ID597Z82X,K1:E524N2IXA3}",separate,"RC different products under §3.7: COMBO:{K1:1EQV5MLY3D,K1:8ID597Z82X} adds Taurine, COMBO:{K1:8ID597Z82X,K1:E524N2IXA3} adds Ornithine",high
"COMBO:{K1:1EQV5MLY3D,K1:8ID597Z82X}","COMBO:{K1:8ID597Z82X,K1:MU72812GK0}",separate,"RC different products under §3.7: COMBO:{K1:1EQV5MLY3D,K1:8ID597Z82X} adds Taurine, COMBO:{K1:8ID597Z82X,K1:MU72812GK0} adds Creatine",high
"COMBO:{K1:8ID597Z82X,K1:E524N2IXA3}","COMBO:{K1:8ID597Z82X,K1:MU72812GK0}",separate,"RC different products under §3.7: COMBO:{K1:8ID597Z82X,K1:E524N2IXA3} adds Ornithine, COMBO:{K1:8ID597Z82X,K1:MU72812GK0} adds Creatine",high
HOLD:existing:pregnenolone,K1:73R90F7MQ8,form_of,"R1x §3.2 exception to the shared UNII 73R90F7MQ8: the structure on HOLD:existing:pregnenolone is GSRS PREGNENOLONE SUCCINATE (6LN4W6JJK6), one covalent molecule that adds succinate to PREGNENOLONE. An ester or acyl derivative is a distinct substance, so the pages split and link",high
K1:015582E098,,merge,R0 already-merged: corpus merge map records K1:F3H59ON671 -> K1:015582E098; the two names denote one live page (Atesidorsen),high
K1:02I89C6K47,K4:cynanchum otophyllum,separate,R9c Cynanchum Otophyllum Whole and Cynanchum Otophyllum are different registered preparations of one organism (whole); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:05780F90V3,K1:327C7L2BXQ,separate,R8s the two held structures settle it: different skeletons RQEUFEKYXDPUSK vs BHHGXPLMPWCGHP; a name rule does not overrule a structure comparison,high
K1:0867I0N41V,K1:185QAE24TR,separate,R8s the two held structures settle it: different skeletons GJJVAFUKOBZPCB vs OTXNTMVVOOBZCV; a name rule does not overrule a structure comparison,high
K1:0CF4C9C787,,merge,R0 already-merged: corpus merge map records K1:D8IRN5V2N6 -> K1:0CF4C9C787; the two names denote one live page (FESOMERSEN),high
K1:0JD5QG20W5,K1:5CSZ8459RP,separate,R8s the two held structures settle it: different skeletons WBAXSXXYPPILCT vs UHDGCWIWMRVCDJ; a name rule does not overrule a structure comparison,high
K1:0P49L952WZ,K4:andrographis paniculata,separate,R9c Andrographis Paniculata Whole and Andrographis Paniculata are different registered preparations of one organism (whole); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:0TUL3ENK62,K1:WB09NY83YA,separate,"R9a two separately registered FDA substances: 2-BUTANOL ['0TUL3ENK62'] and Butanol ['WB09NY83YA'], preferred names 2-Butanol and BUTANOL (MIXED ISOMERS); neither is a salt, solvate or stereo form of the other by name or by structure (the shared UNII WB09NY83YA sits in a page unii field, not in either page key, and is the known Inxight join defect)",high
K1:185M5I2ZZN,K1:4A5OM7PI18,merge,R7 §3.1/§3.1a salt or hydrate on the register's printed name: TOLEVAMER POTASSIUM SODIUM = TOLEVAMER SODIUM + potassium,medium
K1:1BT0256Y8O,K1:FML65D8PY5,separate,R8s the two held structures settle it: different skeletons OUGIDAPQYNCXRA vs VFMMPHCGEFXGIP; a name rule does not overrule a structure comparison,high
K1:21M14KDA67,K1:L65MV77ZG6,separate,R8s the two held structures settle it: different skeletons WUOACPNHFRMFPN vs WRYLYDPHFGVWKC; a name rule does not overrule a structure comparison,high
K1:256UZ34AF2,,merge,R0 already-merged: corpus merge map records K1:HX4CRZ94FC -> K1:256UZ34AF2; the two names denote one live page (Imdusiran),high
K1:2855UV552L,K1:NV1779205D,separate,R8s the two held structures settle it: different skeletons SJWFXCIHNDVPSH vs KBPLFHHGFOOTCA; a name rule does not overrule a structure comparison,high
K1:2D5MRE3SSY,,merge,R0 already-merged: corpus merge map records K1:945CRJ0XZ0 -> K1:2D5MRE3SSY; the two names denote one live page (Timbetasin),high
K1:2H47U2SBVO,,merge,R0 already-merged: corpus merge map records K1:PX4Q8LA7G6 -> K1:2H47U2SBVO; the two names denote one live page (Tivanisiran),high
K1:2L9GJK6MGN,K1:Y77501141O,separate,R8s the two held structures settle it: different skeletons ZUOUZKKEUPVFJK vs WVIIMZNLDWSIRH; a name rule does not overrule a structure comparison,high
K1:309713XSKW,K1:91XW058U2C,separate,R8s the two held structures settle it: different skeletons CVKJAXCQPFOAIN vs VZCYOOQTPOCHFL; a name rule does not overrule a structure comparison,high
K1:31N550RD05,,merge,R0 already-merged: corpus merge map records K1:S6A2UYH57V -> K1:31N550RD05; the two names denote one live page (Danvatirsen),high
K1:328101264R,,merge,R0 already-merged: corpus merge map records K1:WWI522K8NY -> K1:328101264R; the two names denote one live page (Cobitolimod),high
K1:378RL020QM,,merge,R0 already-merged: corpus merge map records K1:7EL4K2K27P -> K1:378RL020QM; the two names denote one live page (Afovirsen),high
K1:3FPU23BG52,K1:U6Z9ZSG4XG,separate,R8s the two held structures settle it: different skeletons YXFVVABEGXRONW vs PCHRJGRKKJOULQ; a name rule does not overrule a structure comparison,high
K1:3JKW7CI9IU,,merge,R0 already-merged: corpus merge map records K1:27193E2Y44 -> K1:3JKW7CI9IU; the two names denote one live page (Cobomarsen),high
K1:3RJ6WVX57J,,merge,R0 already-merged: corpus merge map records K1:YU6F4W95PG -> K1:3RJ6WVX57J; the two names denote one live page (Lefelsiran),high
K1:3VNC7T6Z02,K1:SA8AR2W4ER,separate,R9c Matricaria Chamomilla Flowering Top Oil and Matricaria Chamomilla Flowering Top are different registered preparations of one organism (oil); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:48OVY2OC72,K1:935XD1L5K2,separate,R8s the two held structures settle it: different skeletons XHTRYVMKFMUJLU vs GCPXMJHSNVMWNM; a name rule does not overrule a structure comparison,high
K1:4G1MLN2EKF,K1:PE152PYI6M,separate,"R4y both are salts of JVTAAEKCZFNVCJ; neither page is that parent moiety; §3.1 merges a salt into its parent, and that parent is not either of these two pages",high
K1:4PIB2155QP,K1:71X53V3RZ1,separate,"R9a two separately registered FDA substances: Beef ['4PIB2155QP'] and 2-(CYCLOHEXYLAMINO)ETHANESULFONIC Acid ['71X53V3RZ1'], preferred names BEEF and 2-(CYCLOHEXYLAMINO)ETHANESULFONIC ACID; neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:4QW4AN84NQ,,merge,R0 already-merged: corpus merge map records K1:V5T10N50RD -> K1:4QW4AN84NQ; the two names denote one live page (SEMULOPARIN),high
K1:4UCX5GAV96,,merge,R0 already-merged: corpus merge map records K1:5511VZ6NRQ -> K1:4UCX5GAV96; the two names denote one live page (PLOVAMER),high
K1:4UG613F036,,merge,R0 already-merged: corpus merge map records K1:8TW510F64S -> K1:4UG613F036; the two names denote one live page (Edifoligide),high
K1:4V6I63LW1E,K1:206J6X63BE,separate,"R6a GSRS names Tiomolibdic acid as the parent substance of TIOMOLIBDATE DIAMMONIUM, but it records the active moiety as TIOMOLIBDATE ION (91U3TGV99T); the counter-ion is the substance being recorded",high
K1:4VON5FNS3C,K1:65OE787Q7W,separate,"R4y both are salts of WBZKQQHYRPRKNJ; neither page is that parent moiety; §3.1 merges a salt into its parent, and that parent is not either of these two pages",high
K1:4YGF4PQP49,K1:I24X278AP1,separate,R8s the two held structures settle it: different skeletons YKFLAYDHMOASIY vs YHQGMYUVUMAZJR; a name rule does not overrule a structure comparison,high
K1:5313W10MYT,,merge,R0 already-merged: corpus merge map records K1:79UH94646K -> K1:5313W10MYT; the two names denote one live page (Avexitide),high
K1:59CF90960T,K2:AQTNUGRRZDRZIA-UHFFFAOYSA-N,separate,R8s the two held structures settle it: different skeletons ZEGMEJVULDALSH vs AQTNUGRRZDRZIA; a name rule does not overrule a structure comparison,high
K1:5CXP06X16D,K1:KUB8101TNF,separate,R9c Camellia Japonica Flower Oil and Camellia Japonica Flower are different registered preparations of one organism (oil); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:5G6HL9K2G4,,merge,R0 already-merged: corpus merge map records K1:7FT6J26HG9 -> K1:5G6HL9K2G4; the two names denote one live page (Zifcasiran),high
K1:5G7N7E908H,,merge,R0 already-merged: corpus merge map records K1:6PVO8I3BR9 -> K1:5G7N7E908H; the two names denote one live page (Delcasertib),high
K1:5Q1I94P4WG,K4:rose geranium,separate,R9c Rose Geranium Oil and Rose Geranium are different registered preparations of one organism (oil); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:5Z657QHG6F,,merge,R0 already-merged: corpus merge map records K1:UY95M62TKD -> K1:5Z657QHG6F; the two names denote one live page (Xalnesiran),high
K1:6930DL209R,,merge,R0 already-merged: corpus merge map records K1:I1BSR8FDW9 -> K1:6930DL209R; the two names denote one live page (Curdlan),high
K1:724GKU717M,K4:jojoba,separate,R9c Jojoba Oil and Jojoba are different registered preparations of one organism (oil); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:72Q967Y48V,K1:JDR81QW9ZQ,separate,"R9a two separately registered FDA substances: Artemisia Vulgaris Oil ['72Q967Y48V'] and Artemisia Vulgaris Whole ['JDR81QW9ZQ'], preferred names Artemisia vulgaris flowering top oil and ARTEMISIA VULGARIS WHOLE; neither is a salt, solvate or stereo form of the other by name or by structure",high
K1:7857H94KHM,K1:5KV86114PT,separate,"R6 the GSRS record on K1:7857H94KHM is a mixed salt whose active moiety is Thioglycolic Acid (7857H94KHM); Ethanolamine is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:7A7G0PQI12,K1:8H4VM8NQA5,separate,R9c Cervus Elaphus Horn Oil and Cervus Elaphus Horn are different registered preparations of one organism (oil); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:7OXK16K08B,,merge,R0 already-merged: corpus merge map records K1:H255GGK3NZ -> K1:7OXK16K08B; the two names denote one live page (Rovanersen),high
K1:7RRX3XD4VY,,merge,R0 already-merged: corpus merge map records K1:K913U54BW7 -> K1:7RRX3XD4VY; the two names denote one live page (Solbinsiran),high
K1:7S686LQT6T,K1:NS3OZT14QT,separate,R8s the two held structures settle it: different skeletons AVKOENOBFIYBSA vs YUFFSWGQGVEMMI; a name rule does not overrule a structure comparison,high
K1:7UP781YBR6,K1:TW371I5GLO,separate,"R8m Salcolex holds 2 different organic components (OEYIOHPDSNJKLS, YGSDEFSMJLZEOE); which one is the moiety is not a question the structure answers; §3.1 merges a salt into one parent moiety and no register names Salcolex Anhydrous and Salcolex as one substance",medium
K1:7YNJ3PO35Z,K1:X6T6YN87SU,separate,R8s the two held structures settle it: different skeletons UFHFLCQGNIYNRP vs KRKNYBCHXYNGOX; a name rule does not overrule a structure comparison,high
K1:7YNJ3PO35Z,K2:FNWVPWJMPKZALM-UHFFFAOYSA-B,separate,R8s the two held structures settle it: different skeletons UFHFLCQGNIYNRP vs KRKNYBCHXYNGOX; a name rule does not overrule a structure comparison,high
K1:83DNB5FIRF,K1:UP39BHE708,separate,R8s the two held structures settle it: different skeletons OQWKEEOHDMUXEO vs FADFGCOCHHNRHF; a name rule does not overrule a structure comparison,high
K1:85J5ZP6YSL,,merge,R0 already-merged: corpus merge map records K1:SH55B0RQ9K -> K1:85J5ZP6YSL; the two names denote one live page (Oblimersen),high
K1:8L70Q75FXE,K1:NYX13NT29D,separate,R8s the two held structures settle it: different skeletons ZKHQWZAMYRWXGA vs CAWZRIXWFRFUQB; a name rule does not overrule a structure comparison,high
K1:901MC95XSB,K1:91XW058U2C,separate,"R6 the GSRS record on K1:901MC95XSB is a mixed salt whose active moiety is Zatosetron (901MC95XSB); MALEIC ACID is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:91GW059KN7,K1:YQQ2QQ3URK,separate,R8s the two held structures settle it: different skeletons VGGSQFUCUMXWEO vs DJMQRXRWMWKDAP; a name rule does not overrule a structure comparison,high
K1:925QK2Z900,K1:ND6ZLI4J0V,separate,R8s the two held structures settle it: different skeletons NLDDIKRKFXEWBK vs AIULWNKTYPZYAN; a name rule does not overrule a structure comparison,high
K1:9871T0PD5P,K1:B423VGH5S9,separate,R9c APPLE JUICE and Apple are different registered preparations of one organism (juice); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:9GA4548JGJ,,merge,R0 already-merged: corpus merge map records K1:IZS5WP04OR -> K1:9GA4548JGJ; the two names denote one live page (Trecovirsen),high
K1:A7YG62NHZ6,,merge,R0 already-merged: corpus merge map records K1:X70RY8Q6LI -> K1:A7YG62NHZ6; the two names denote one live page (Vupanorsen),high
K1:AMW2VPZ3XD,,merge,R0 already-merged: corpus merge map records K1:RV6BTB6SX2 -> K1:AMW2VPZ3XD; the two names denote one live page (Lexanersen),high
K1:AXQ9493NT2,,merge,R0 already-merged: corpus merge map records K1:37YVE86ZYS -> K1:AXQ9493NT2; the two names denote one live page (Zilganersen),high
K1:AYT02NS64S,K4:bidens pilosa,separate,R9c Bidens Pilosa Whole and Bidens Pilosa are different registered preparations of one organism (whole); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:BX8TS73ATE,,merge,R0 already-merged: corpus merge map records K1:V7THR3L5GC -> K1:BX8TS73ATE; the two names denote one live page (Obeversen),high
K1:C5M4585ZBZ,K4:camellia sinensis,separate,R9c Camellia Sinensis Whole and Camellia Sinensis are different registered preparations of one organism (whole); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:D81QY6I88E,,form_of,R0b same skeleton inside the 'linalool' name group: K1:D81QY6I88E CDOSHBSSFJOMGT-UHFFFAOYSA-N vs K1:F4VNO44C09 CDOSHBSSFJOMGT-SNVBAGLBSA-N; stereo layer differs,high
K1:D86I0XLB13,,merge,R0 already-merged: corpus merge map records K1:9651C21W3Z -> K1:D86I0XLB13; the two names denote one live page (Mitiglinide),high
K1:DXS4HJC32N,,merge,R0 already-merged: corpus merge map records K1:6BGP5P5P2C -> K1:DXS4HJC32N; the two names denote one live page (Sapablursen),high
K1:DY02T48R2B,K1:LJ16641SFT,merge,R5 FDA active moiety: GSRS gives Etirinotecan pegol (LJ16641SFT) as the active moiety of ETIRINOTECAN PEGOL TETRATRIFLUTATE,medium
K1:E422BH4BRK,,merge,R0 already-merged: corpus merge map records K1:A8P3J9MPQ3 -> K1:E422BH4BRK; the two names denote one live page (Zilebesiran),high
K1:E524N2IXA3,K1:ER5I1W795A,separate,R8s the two held structures settle it: different skeletons AHLPHDHHMVZTML vs WLJVXDMOQOGPHL; a name rule does not overrule a structure comparison,high
K1:E6CKI5C54O,K1:88XHZ13131,separate,"R6 the GSRS record on K1:E6CKI5C54O is a mixed salt whose active moiety is ABT-925 Anhydrous Free Base (E6CKI5C54O); Fumaric Acid is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:E8FPK78470,K1:UC6I41G62N,merge,"R5 FDA active moiety: GSRS gives ACLATONIUM (UC6I41G62N) as the active moiety of 1,5-NAPHTHALENEDISULFONIC Acid",medium
K1:EN8XKG133D,K2:HZQRATOABKBXJZ-STTLGUQMSA-N,merge,R1 identical UNII EN8XKG133D; one page holds no structure of its own; §2 keys biologics and name-only records on UNII alone,high
K1:ERZ60E6B7C,K1:91XW058U2C,separate,R8s the two held structures settle it: different skeletons MTCMTKNMZCPKLX vs VZCYOOQTPOCHFL; a name rule does not overrule a structure comparison,high
K1:F3IN55X5PO,K4:patchouly,separate,R9c Patchouly Oil and Patchouly are different registered preparations of one organism (oil); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:F3NU7CDG3E,,merge,R0 already-merged: corpus merge map records K1:NZ52LD879F -> K1:F3NU7CDG3E; the two names denote one live page (Rapirosiran),high
K1:F4VNO44C09,,form_of,R0b same skeleton inside the 'linalool' name group: K1:F4VNO44C09 CDOSHBSSFJOMGT-SNVBAGLBSA-N vs K1:D81QY6I88E CDOSHBSSFJOMGT-UHFFFAOYSA-N; stereo layer differs,high
K1:F77TA4U3SP,,merge,R0 already-merged: corpus merge map records K1:0U89WRQ06U -> K1:F77TA4U3SP; the two names denote one live page (RUGONERSEN),high
K1:F8H3J9KSY9,,merge,R0 already-merged: corpus merge map records K1:8Q3B8SV59L -> K1:F8H3J9KSY9; the two names denote one live page (Astodrimer),high
K1:FMT95051CQ,,merge,R0 already-merged: corpus merge map records K1:1U68ZWZ6OX -> K1:FMT95051CQ; the two names denote one live page (Aprinocarsen),high
K1:G287IC9MH3,,merge,R0 already-merged: corpus merge map records K1:I6CNU8SY0F -> K1:G287IC9MH3; the two names denote one live page (Tilsotolimod),high
K1:GB4GHH2W9G,K4:rhododendron caucasicum,separate,R9c Rhododendron Caucasicum Whole and Rhododendron Caucasicum are different registered preparations of one organism (whole); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:GOY102QI5I,K4:lactalbumin,separate,R9 no shared identifier and no structure pair to compare (Alpha Lactalbumin vs Lactalbumin); UNIIs ['GOY102QI5I'] vs none,low
K1:H5RNU52ZKK,,merge,R0 already-merged: corpus merge map records K1:NK22XIK2DP -> K1:H5RNU52ZKK; the two names denote one live page (Nelitolimod),high
K1:H727SQ6OHQ,K1:LJ16641SFT,separate,"R6 the GSRS record on K1:H727SQ6OHQ is a mixed salt whose active moiety is ETIRINOTECAN PEGOL TETRAHYDROCHLORIDE (H727SQ6OHQ); Etirinotecan pegol is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:HBW774Y7U5,K1:SAA04E81UX,separate,R8s the two held structures settle it: different skeletons QRSKGVRHSLILFG vs RGJOEKWQDUBAIZ; a name rule does not overrule a structure comparison,high
K1:IBX8A21EH6,,merge,R0 already-merged: corpus merge map records K1:P9Z955DK1E -> K1:IBX8A21EH6; the two names denote one live page (Suvodirsen),high
K1:IFJ6X26JW6,,merge,R0 already-merged: corpus merge map records K1:3N4G7RE66Y -> K1:IFJ6X26JW6; the two names denote one live page (Apatorsen),high
K1:IIU6V0W3JD,K1:91XW058U2C,separate,"R6 the GSRS record on K1:IIU6V0W3JD is a mixed salt whose active moiety is Orvepitant (IIU6V0W3JD); MALEIC ACID is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:J2Y9QT3BWL,,merge,R0 already-merged: corpus merge map records K1:J2MMX1VR5I -> K1:J2Y9QT3BWL; the two names denote one live page (FRENLOSIRSEN),high
K1:J8435V445B,,merge,R0 already-merged: corpus merge map records K1:4TWN6SZB8W -> K1:J8435V445B; the two names denote one live page (Alicaforsen),high
K1:JHJ6BAP8SZ,K1:OP0UW79H66,separate,R8s the two held structures settle it: different skeletons GNMDORSUZRRMFS vs VNWKTOKETHGBQD; a name rule does not overrule a structure comparison,high
K1:JK0MS9P8YL,K1:V1IA3S3CUS,separate,R9c Cnidium Monnieri Fruit Oil and Cnidium Monnieri Fruit are different registered preparations of one organism (oil); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:JQ9EK2H6BG,K1:O82C39RR8C,separate,R9c GRAPEFRUIT JUICE and Grapefruit are different registered preparations of one organism (juice); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:K5161X06LL,K1:88XHZ13131,separate,R8s the two held structures settle it: different skeletons UIKROCXWUNQSPJ vs VZCYOOQTPOCHFL; a name rule does not overrule a structure comparison,high
K1:K6KJ8AZ05F,,merge,R0 already-merged: corpus merge map records K1:CI002S7WH8 -> K1:K6KJ8AZ05F; the two names denote one live page (Cenersen),high
K1:K91YT16P5M,,separate,"R0b distinct substances sharing the normalised name 'potassium': POTASSIUM SALICYLATE (FRMWBRPWYBNAFB-UHFFFAOYSA-M) against POTASSIUM CITRATE, POTASSIUM CITRATE ANHYDROUS, POTASSIUM GLUCONATE, POTASSIUM SODIUM HYDROGEN CITRATE; disambiguate on the display name, do not merge",high
K1:KK8BAN51PF,,merge,R0 already-merged: corpus merge map records K1:KBG15GFL2Z -> K1:KK8BAN51PF; the two names denote one live page (Temavirsen),high
K1:KKQ6AQN9LH,,merge,R0 already-merged: corpus merge map records K1:UWG3VFQ5CQ -> K1:KKQ6AQN9LH; the two names denote one live page (Lademirsen),high
K1:L26E95NLRK,,merge,R0 already-merged: corpus merge map records K1:ILE26V76EB -> K1:L26E95NLRK; the two names denote one live page (Custirsen),high
K1:LM25W02G91,K4:cistanche deserticola,separate,R9c Cistanche Deserticola Whole and Cistanche Deserticola are different registered preparations of one organism (whole); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:LSO9H7UZ90,,merge,R0 already-merged: corpus merge map records K1:D1J27662O8 -> K1:LSO9H7UZ90; the two names denote one live page (Pelacarsen),high
K1:M316WT19D8,,merge,R0 already-merged: corpus merge map records K1:U6K360XMIU -> K1:M316WT19D8; the two names denote one live page (PARNAPARIN),high
K1:M88B0M598L,,merge,R0 already-merged: corpus merge map records K1:LG1II3835L -> K1:M88B0M598L; the two names denote one live page (Diclofenac etalhyaluronate),high
K1:M9NPL5PYM6,,merge,R0 already-merged: corpus merge map records K1:ZXU8PM7Z5K -> K1:M9NPL5PYM6; the two names denote one live page (OBUDANERSEN),high
K1:NQU9IPY4K9,K1:91XW058U2C,separate,R8s the two held structures settle it: different skeletons XXJWYDDUDKYVKI vs VZCYOOQTPOCHFL; a name rule does not overrule a structure comparison,high
K1:O03W5S19PJ,,merge,R0 already-merged: corpus merge map records K1:ME0IRL7KDY -> K1:O03W5S19PJ; the two names denote one live page (Teprasiran),high
K1:O417YBE692,K4:chenopodium album,separate,R9c Chenopodium Album Whole and Chenopodium Album are different registered preparations of one organism (whole); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:P048YHG804,,merge,R0 already-merged: corpus merge map records K1:W3077QR2KG -> K1:P048YHG804; the two names denote one live page (Evazarsen),high
K1:P2BKS6T40H,,merge,R0 already-merged: corpus merge map records K1:4ROB1M2DHD -> K1:P2BKS6T40H; the two names denote one live page (MUPARFOSTAT),high
K1:P3UVQ22SHK,,merge,R0 already-merged: corpus merge map records K1:F5Y7739G6U -> K1:P3UVQ22SHK; the two names denote one live page (Abetimus),high
K1:P58222188P,,merge,R0 already-merged: corpus merge map records K1:4516BN0T4B -> K1:P58222188P; the two names denote one live page (Fimasartan),high
K1:P7LJ54BP7G,K1:YH89GMV676,separate,R9c Nasturtium Officinale Whole and Nasturtium Officinale are different registered preparations of one organism (whole); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:PHA4727WTP,K2:WQZGKKKJIJFFOK-QTVWNMPRSA-N,separate,R8s the two held structures settle it: different skeletons GZCGUPFRVQAUEE vs WQZGKKKJIJFFOK; a name rule does not overrule a structure comparison,high
K1:PUE0TO3XDR,,merge,R0 already-merged: corpus merge map records K1:P59JKU02CE -> K1:PUE0TO3XDR; the two names denote one live page (BEMIPARIN),high
K1:Q3PW846TYN,K2:GPMTWAPXRJMXCC-UHFFFAOYSA-N,separate,R8s the two held structures settle it: different skeletons NBOJHRYUGLRASX vs GPMTWAPXRJMXCC; a name rule does not overrule a structure comparison,high
K1:Q5O76TA0ML,K1:88XHZ13131,separate,R8s the two held structures settle it: different skeletons DYJIKHYBKVODAC vs VZCYOOQTPOCHFL; a name rule does not overrule a structure comparison,high
K1:RJ9V9V09VM,K1:91XW058U2C,separate,R8s the two held structures settle it: different skeletons NUPUDYKEEJNZRG vs VZCYOOQTPOCHFL; a name rule does not overrule a structure comparison,high
K1:RUU8G67GQM,K2:MLLNRQWNTKNRGQ-JXJCUFHPSA-N,merge,R1 identical UNII RUU8G67GQM; one page holds no structure of its own; §2 keys biologics and name-only records on UNII alone,high
K1:T87K47QVF3,,merge,R0 already-merged: corpus merge map records K1:37KI8XF3IH -> K1:T87K47QVF3; the two names denote one live page (Sefaxersen),high
K1:TL515DW4QS,K1:91XW058U2C,separate,"R6 the GSRS record on K1:TL515DW4QS is a mixed salt whose active moiety is Vicriviroc (TL515DW4QS); MALEIC ACID is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:TND56EA1LE,,merge,R0 already-merged: corpus merge map records K1:EOL499F0PD -> K1:TND56EA1LE; the two names denote one live page (Ulefnersen),high
K1:TVF29Q70Q1,,merge,R0 already-merged: corpus merge map records K1:63S35FF5KS -> K1:TVF29Q70Q1; the two names denote one live page (Pexiganan),high
K1:U4YV46D2DT,,merge,R0 already-merged: corpus merge map records K1:XBZ2D4R7RF -> K1:U4YV46D2DT; the two names denote one live page (ZOREVUNERSEN),high
K1:U5JDO2770Z,K4:alanyl glutamine,separate,R9 no shared identifier and no structure pair to compare (ALANYL GLUTAMINE vs L-Alanyl-Glutamine); UNIIs ['U5JDO2770Z'] vs none; InChIKeys HJCMDXDYPOUFDY-WHFBIAKZSA-N vs none,low
K1:ULS0NT2D68,,merge,R0 already-merged: corpus merge map records K1:5VUD7QY6RZ -> K1:ULS0NT2D68; the two names denote one live page (Necuparanib),high
K1:UXG268Q86R,K2:JSRSZGUKOAXAJV-MXAPAKLGSA-N,merge,R1 identical UNII UXG268Q86R; one page holds no structure of its own; §2 keys biologics and name-only records on UNII alone,high
K1:V20IVC0OGQ,,merge,R0 already-merged: corpus merge map records K1:3LN5C15FP2 -> K1:V20IVC0OGQ; the two names denote one live page (Fazirsiran),high
K1:V2YK90BZ31,K1:C2K325S808,separate,"R6d GSRS names PROTOPORPHYRIN as the parent substance of RBT-9, yet nothing in the names or structures makes one a salt or solvate of the other; the link runs through a coformer",medium
K1:V72OT3K19I,,merge,R0 already-merged: corpus merge map records K1:N816FF9P2W -> K1:V72OT3K19I; the two names denote one live page (CERTOPARIN),high
K1:W6YJ85G6YG,,merge,R0 already-merged: corpus merge map records K1:28GMY2R77H -> K1:W6YJ85G6YG; the two names denote one live page (Tonlamarsen),high
K1:WDN6V96D5U,K1:88XHZ13131,separate,"R6 the GSRS record on K1:WDN6V96D5U is a mixed salt whose active moiety is Ipazilide (WDN6V96D5U); Fumaric Acid is named only as its parent substance, which is the coformer or counter-ion, not the same substance",high
K1:WUB68Y35M7,K4:rose,separate,R9c Rose Oil and Rose are different registered preparations of one organism (oil); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:X4BE7S8PN9,,merge,R0 already-merged: corpus merge map records K1:7DR6F86F5U -> K1:X4BE7S8PN9; the two names denote one live page (Lepodisiran),high
K1:X6T6YN87SU,,separate,"R0b distinct substances sharing the normalised name 'potassium': POTASSIUM SODIUM HYDROGEN CITRATE (COSZWAUYIUYQBS-UHFFFAOYSA-B) against POTASSIUM CITRATE, POTASSIUM CITRATE ANHYDROUS, POTASSIUM GLUCONATE, POTASSIUM SALICYLATE; disambiguate on the display name, do not merge",high
